0	2
0.1	2.34264
0.2	2.70523
0.3	3.08985
0.4	3.49874
0.5	3.93429
0.6	4.39908
0.7	4.89589
0.8	5.42772
0.9	5.9978
1	6.6096
1.1	7.26687
1.2	7.54458
1.23929	7.82393
1.27858	8.11145
1.31787	8.40742
1.35716	8.71212
1.39645	9.02585
1.43574	9.3489
1.47503	9.68159
1.51432	10.0242
1.55362	10.3772
1.59291	10.7407
1.6322	11.1153
1.67149	11.5012
1.71078	11.8988
1.75007	12.3085
1.78936	12.7308
1.82865	13.1659
1.86794	13.6144
1.90723	14.0766
1.94652	14.5531
1.98581	15.0443
2.0251	15.5506
2.06439	16.0726
2.10368	16.6108
2.14297	17.1657
2.18226	17.7378
2.22155	18.3277
2.26085	18.936
2.30014	19.1846
2.31571	19.434
2.33129	19.6864
2.34686	19.9419
2.36244	20.2006
2.37801	20.4624
2.39359	20.7274
2.40916	20.9957
2.42474	21.2673
2.44031	21.5422
2.45589	21.8205
2.47146	22.1023
2.48704	22.3875
2.50261	22.6762
2.51819	22.9685
2.53376	23.2644
2.54934	23.5639
2.56491	23.8671
2.58049	24.1741
2.59606	24.4849
2.61164	24.7995
2.62721	25.1179
2.64279	25.4403
2.65836	25.7667
2.67394	26.0972
2.68951	26.4317
2.70509	26.7704
2.72066	27.1132
2.73624	27.4603
2.75181	27.8117
2.76739	28.1674
2.78296	28.5275
2.79854	28.8921
2.81411	29.2613
2.82969	29.635
2.84526	30.0133
2.86084	30.3963
2.87641	30.7841
2.89199	31.1767
2.90756	31.5741
2.92314	31.9765
2.93871	32.3839
2.95429	32.7963
2.96986	33.2139
2.98544	33.6366
3.00101	34.0646
3.01659	34.4979
3.03216	34.9366
3.04774	35.3807
3.06331	35.8304
3.07889	36.2857
3.09446	36.7466
3.11004	37.2132
3.12561	37.6857
3.14119	38.164
3.15676	38.6483
3.17234	39.1386
3.18791	39.6351
3.20349	40.1377
3.21906	40.6465
3.23464	41.1617
3.25021	41.6833
3.26579	42.2114
3.28136	42.7461
3.29694	43.2875
3.31251	43.8355
3.32809	44.3905
3.34366	44.9523
3.35924	45.5212
3.37481	46.0971
3.39039	46.6802
3.40596	47.2706
3.42154	47.8683
3.43711	48.4735
3.45269	48.716
3.45885	48.9588
3.46502	49.2028
3.47118	49.4479
3.47734	49.6943
3.48351	49.9419
3.48967	50.1907
3.49583	50.4407
3.502	50.6919
3.50816	50.9444
3.51432	51.1982
3.52049	51.4531
3.52665	51.7094
3.53282	51.9669
3.53898	52.2256
3.54514	52.4856
3.55131	52.747
3.55747	53.0096
3.56363	53.2734
3.5698	53.5386
3.57596	53.8051
3.58212	54.0729
3.58829	54.3421
3.59445	54.6125
3.60062	54.8843
3.60678	55.1574
3.61294	55.4319
3.61911	55.7077
3.62527	55.9849
3.63143	56.2634
3.6376	56.5433
3.64376	56.8246
3.64992	57.1073
3.65609	57.3913
3.66225	57.6768
3.66842	57.9636
3.67458	58.2519
3.68074	58.5416
3.68691	58.8327
3.69307	59.1253
3.69923	59.4193
3.7054	59.7148
3.71156	60.0117
3.71772	60.31
3.72389	60.6099
3.73005	60.9112
3.73622	61.214
3.74238	61.5182
3.74854	61.824
3.75471	62.1313
3.76087	62.4401
3.76703	62.7505
3.7732	63.0623
3.77936	63.3757
3.78552	63.6906
3.79169	64.0071
3.79785	64.3252
3.80402	64.6448
3.81018	64.966
3.81634	65.2888
3.82251	65.6131
3.82867	65.9391
3.83483	66.2666
3.841	66.5958
3.84716	66.9266
3.85332	67.2591
3.85949	67.5931
3.86565	67.9288
3.87182	68.2662
3.87798	68.6053
3.88414	68.946
3.89031	69.2883
3.89647	69.6324
3.90263	69.9782
3.9088	70.3257
3.91496	70.6749
3.92112	71.0258
3.92729	71.3784
3.93345	71.7328
3.93962	72.0889
3.94578	72.4468
3.95194	72.8064
3.95811	73.1678
3.96427	73.531
3.97043	73.896
3.9766	74.2628
3.98276	74.6314
3.98892	75.0018
3.99509	75.3741
4.00125	75.7481
4.00742	76.124
4.01358	76.5018
4.01974	76.8815
4.02591	77.263
4.03207	77.6464
4.03823	78.0316
4.0444	78.4188
4.05056	78.8079
4.05672	79.1989
4.06289	79.5918
4.06905	79.9867
4.07522	80.3835
4.08138	80.7823
4.08754	81.1831
4.09371	81.5858
4.09987	81.9905
4.10603	82.3972
4.1122	82.8059
4.11836	83.2166
4.12452	83.6294
4.13069	84.0442
4.13685	84.461
4.14302	84.8799
4.14918	85.3009
4.15534	85.7239
4.16151	86.149
4.16767	86.5762
4.17383	87.0056
4.18	87.437
4.18616	87.8706
4.19232	88.3063
4.19849	88.7441
4.20465	89.1842
4.21082	89.6263
4.21698	90.0707
4.22314	90.5173
4.22931	90.9661
4.23547	91.417
4.24163	91.8702
4.2478	92.3257
4.25396	92.7834
4.26013	93.2433
4.26629	93.7055
4.27245	94.17
4.27862	94.6368
4.28478	95.1059
4.29094	95.5773
4.29711	96.0511
4.30327	96.5272
4.30943	97.0056
4.3156	97.4864
4.32176	97.9695
4.32793	98.4551
4.33409	98.943
4.34025	99.4333
4.34642	99.9261
4.35258	100.421
4.35874	100.919
4.36491	101.419
4.37107	101.922
4.37723	102.427
4.3834	102.934
4.38956	103.444
4.39573	103.957
4.40189	104.472
4.40805	104.99
4.41422	105.51
4.42038	106.032
4.42654	106.558
4.43271	107.086
4.43887	107.616
4.44503	108.149
4.4512	108.685
4.45736	109.224
4.46353	109.765
4.46969	110.308
4.47585	110.855
4.48202	111.404
4.48818	111.956
4.49434	112.51
4.50051	113.068
4.50667	113.628
4.51283	114.191
4.519	114.756
4.52516	115.325
4.53133	115.896
4.53749	116.47
4.54365	117.047
4.54982	117.627
4.55598	118.209
4.56214	118.795
4.56831	119.383
4.57447	119.974
4.58063	120.568
4.5868	121.165
4.59296	121.765
4.59913	122.005
4.60157	122.244
4.60402	122.484
4.60646	122.724
4.60891	122.965
4.61135	123.206
4.6138	123.448
4.61624	123.69
4.61869	123.933
4.62113	124.176
4.62358	124.419
4.62602	124.663
4.62847	124.908
4.63091	125.153
4.63336	125.398
4.63581	125.644
4.63825	125.891
4.6407	126.138
4.64314	126.385
4.64559	126.633
4.64803	126.882
4.65048	127.13
4.65292	127.38
4.65537	127.63
4.65781	127.88
4.66026	128.131
4.6627	128.382
4.66515	128.634
4.6676	128.886
4.67004	129.139
4.67249	129.392
4.67493	129.646
4.67738	129.901
4.67982	130.155
4.68227	130.411
4.68471	130.666
4.68716	130.923
4.6896	131.18
4.69205	131.437
4.69449	131.695
4.69694	131.953
4.69938	132.212
4.70183	132.471
4.70428	132.731
4.70672	132.991
4.70917	133.252
4.71161	133.513
4.71406	133.775
4.7165	134.038
4.71895	134.3
4.72139	134.564
4.72384	134.828
4.72628	135.092
4.72873	135.357
4.73117	135.623
4.73362	135.889
4.73606	136.155
4.73851	136.422
4.74096	136.69
4.7434	136.958
4.74585	137.226
4.74829	137.495
4.75074	137.765
4.75318	138.035
4.75563	138.306
4.75807	138.577
4.76052	138.849
4.76296	139.121
4.76541	139.394
4.76785	139.668
4.7703	139.941
4.77275	140.216
4.77519	140.491
4.77764	140.766
4.78008	141.042
4.78253	141.319
4.78497	141.596
4.78742	141.874
4.78986	142.152
4.79231	142.431
4.79475	142.71
4.7972	142.99
4.79964	143.27
4.80209	143.551
4.80453	143.833
4.80698	144.115
4.80943	144.397
4.81187	144.681
4.81432	144.964
4.81676	145.248
4.81921	145.533
4.82165	145.819
4.8241	146.105
4.82654	146.391
4.82899	146.678
4.83143	146.966
4.83388	147.254
4.83632	147.543
4.83877	147.832
4.84121	148.122
4.84366	148.412
4.84611	148.703
4.84855	148.995
4.851	149.287
4.85344	149.58
4.85589	149.873
4.85833	150.167
4.86078	150.461
4.86322	150.756
4.86567	151.052
4.86811	151.348
4.87056	151.645
4.873	151.942
4.87545	152.24
4.8779	152.539
4.88034	152.838
4.88279	153.137
4.88523	153.438
4.88768	153.738
4.89012	154.04
4.89257	154.342
4.89501	154.645
4.89746	154.948
4.8999	155.252
4.90235	155.556
4.90479	155.861
4.90724	156.166
4.90968	156.473
4.91213	156.779
4.91458	157.087
4.91702	157.395
4.91947	157.703
4.92191	158.013
4.92436	158.322
4.9268	158.633
4.92925	158.944
4.93169	159.255
4.93414	159.568
4.93658	159.88
4.93903	160.194
4.94147	160.508
