0	2.5	2.5	
2e-10	2.45644	2.37784	
4e-10	2.4177	2.27224	
6e-10	2.38369	2.18072	
8e-10	2.35431	2.10109	
1e-09	2.32749	2.03162	
1.2e-09	2.30121	1.97141	
1.4e-09	2.27544	1.91987	
1.6e-09	2.25019	1.87646	
1.8e-09	2.22543	1.84064	
2e-09	2.20116	1.8119	
2.2e-09	2.17738	1.78979	
2.4e-09	2.15406	1.77383	
2.6e-09	2.13121	1.76361	
2.8e-09	2.10881	1.75872	
3e-09	2.08686	1.75877	
3.2e-09	2.06533	1.76339	
3.4e-09	2.04424	1.77225	
3.6e-09	2.02356	1.785	
3.8e-09	2.00329	1.80135	
4e-09	1.98343	1.821	
4.2e-09	1.96395	1.84366	
4.4e-09	1.94486	1.86909	
4.6e-09	1.92615	1.89702	
4.8e-09	1.90781	1.92722	
5e-09	1.88984	1.95947	
5.2e-09	1.87222	1.99357	
5.4e-09	1.85495	2.02931	
5.6e-09	1.83802	2.0665	
5.8e-09	1.82142	2.10498	
6e-09	1.80516	2.14457	
6.2e-09	1.78921	2.18512	
6.4e-09	1.77359	2.22648	
6.6e-09	1.75827	2.26851	
6.8e-09	1.74325	2.31109	
7e-09	1.72853	2.35409	
7.2e-09	1.71411	2.39739	
7.4e-09	1.69997	2.4409	
7.6e-09	1.68611	2.48451	
7.8e-09	1.67252	2.52814	
8e-09	1.6592	2.57168	
8.2e-09	1.64615	2.61508	
8.4e-09	1.63336	2.65825	
8.6e-09	1.62081	2.70113	
8.8e-09	1.60852	2.74366	
9e-09	1.59647	2.78579	
9.2e-09	1.58466	2.82747	
9.4e-09	1.57308	2.86866	
9.6e-09	1.56173	2.90932	
9.8e-09	1.55061	2.94943	
1e-08	1.53773	2.98897	
1.02e-08	1.52114	3.02797	
1.04e-08	1.50091	3.06642	
1.06e-08	1.47713	3.10432	
1.08e-08	1.44986	3.14163	
1.1e-08	1.42115	3.17831	
1.12e-08	1.39301	3.21431	
1.14e-08	1.36542	3.24964	
1.16e-08	1.33839	3.28428	
1.18e-08	1.31188	3.31825	
1.2e-08	1.28591	3.35155	
1.22e-08	1.26044	3.38419	
1.24e-08	1.23548	3.41618	
1.26e-08	1.21102	3.44754	
1.28e-08	1.18704	3.47829	
1.3e-08	1.16353	3.50842	
1.32e-08	1.14049	3.53795	
1.34e-08	1.11791	3.5669	
1.36e-08	1.09577	3.59528	
1.38e-08	1.07407	3.6231	
1.4e-08	1.05281	3.65036	
1.42e-08	1.03196	3.67709	
1.44e-08	1.01152	3.70328	
1.46e-08	0.991494	3.72896	
1.48e-08	0.971861	3.75413	
1.5e-08	0.952616	3.7788	
1.52e-08	0.933753	3.80298	
1.54e-08	0.915263	3.82669	
1.56e-08	0.897139	3.84992	
1.58e-08	0.879374	3.87269	
1.6e-08	0.861961	3.89502	
1.62e-08	0.844892	3.9169	
1.64e-08	0.828162	3.93834	
1.66e-08	0.811763	3.95937	
1.68e-08	0.795689	3.97997	
