NUM ITERATIONS:	4381
FINAL VALUES:	3.8994e-05	0	0	
writing to: output_1.txt

V1(t) and V2(t) have finished calculating and is located in output_1.txt

Begin parameter extraction for a2/a1, tau1, tau2
4.74316e+173 -1.99953e-05 4.995e-08
4.73368e+173 -1.99952e-05 4.995e-08
4.72421e+173 -1.99951e-05 4.995e-08
4.71477e+173 -1.9995e-05 4.995e-08
4.70534e+173 -1.99949e-05 4.995e-08
4.69594e+173 -1.99948e-05 4.995e-08
4.68655e+173 -1.99947e-05 4.995e-08
4.67718e+173 -1.99946e-05 4.995e-08
4.66783e+173 -1.99945e-05 4.995e-08
4.6585e+173 -1.99944e-05 4.995e-08
4.64919e+173 -1.99943e-05 4.995e-08
4.6399e+173 -1.99942e-05 4.995e-08
4.63062e+173 -1.99941e-05 4.995e-08
4.62136e+173 -1.9994e-05 4.995e-08
4.61213e+173 -1.99939e-05 4.995e-08
4.60291e+173 -1.99938e-05 4.995e-08
4.59371e+173 -1.99937e-05 4.995e-08
4.58452e+173 -1.99936e-05 4.995e-08
4.57536e+173 -1.99935e-05 4.995e-08
4.56621e+173 -1.99934e-05 4.995e-08
4.55708e+173 -1.99933e-05 4.995e-08
4.54797e+173 -1.99932e-05 4.995e-08
4.53888e+173 -1.99931e-05 4.995e-08
4.52981e+173 -1.9993e-05 4.995e-08
4.52076e+173 -1.99929e-05 4.995e-08
4.51172e+173 -1.99928e-05 4.995e-08
4.5027e+173 -1.99927e-05 4.995e-08
4.4937e+173 -1.99926e-05 4.995e-08
4.48472e+173 -1.99925e-05 4.995e-08
4.47575e+173 -1.99924e-05 4.995e-08
4.4668e+173 -1.99923e-05 4.995e-08
4.45787e+173 -1.99922e-05 4.995e-08
4.44896e+173 -1.99921e-05 4.995e-08
4.44007e+173 -1.9992e-05 4.995e-08
4.43119e+173 -1.99919e-05 4.995e-08
4.42234e+173 -1.99918e-05 4.995e-08
4.4135e+173 -1.99917e-05 4.995e-08
4.40467e+173 -1.99916e-05 4.995e-08
4.39587e+173 -1.99915e-05 4.995e-08
4.38708e+173 -1.99914e-05 4.995e-08
4.37831e+173 -1.99913e-05 4.995e-08
4.36956e+173 -1.99912e-05 4.995e-08
4.36082e+173 -1.99911e-05 4.995e-08
4.35211e+173 -1.9991e-05 4.995e-08
4.34341e+173 -1.99909e-05 4.995e-08
4.32606e+173 -1.99907e-05 4.995e-08
4.30878e+173 -1.99905e-05 4.995e-08
4.29157e+173 -1.99903e-05 4.995e-08
4.27443e+173 -1.99901e-05 4.995e-08
4.25736e+173 -1.99899e-05 4.995e-08
4.24036e+173 -1.99897e-05 4.995e-08
4.22342e+173 -1.99895e-05 4.995e-08
4.20655e+173 -1.99893e-05 4.995e-08
4.18975e+173 -1.99891e-05 4.995e-08
4.17302e+173 -1.99889e-05 4.995e-08
4.15635e+173 -1.99887e-05 4.995e-08
4.13975e+173 -1.99885e-05 4.995e-08
4.12321e+173 -1.99883e-05 4.995e-08
4.10675e+173 -1.99881e-05 4.995e-08
4.09034e+173 -1.99879e-05 4.995e-08
4.07401e+173 -1.99877e-05 4.995e-08
4.05774e+173 -1.99875e-05 4.995e-08
4.04153e+173 -1.99873e-05 4.995e-08
4.02539e+173 -1.99871e-05 4.995e-08
4.00931e+173 -1.99869e-05 4.995e-08
3.9933e+173 -1.99867e-05 4.995e-08
3.97735e+173 -1.99865e-05 4.995e-08
3.96146e+173 -1.99863e-05 4.995e-08
3.94564e+173 -1.99861e-05 4.995e-08
3.92988e+173 -1.99859e-05 4.995e-08
3.91419e+173 -1.99857e-05 4.995e-08
3.89855e+173 -1.99855e-05 4.995e-08
3.88298e+173 -1.99853e-05 4.995e-08
3.86747e+173 -1.99851e-05 4.995e-08
3.85203e+173 -1.99849e-05 4.995e-08
3.83664e+173 -1.99847e-05 4.995e-08
3.82132e+173 -1.99845e-05 4.995e-08
3.80606e+173 -1.99843e-05 4.995e-08
3.79085e+173 -1.99841e-05 4.995e-08
3.77571e+173 -1.99839e-05 4.995e-08
3.76063e+173 -1.99837e-05 4.995e-08
3.74561e+173 -1.99835e-05 4.995e-08
3.73065e+173 -1.99833e-05 4.995e-08
3.71575e+173 -1.99831e-05 4.995e-08
3.70091e+173 -1.99829e-05 4.995e-08
3.68613e+173 -1.99827e-05 4.995e-08
3.67141e+173 -1.99825e-05 4.995e-08
3.65674e+173 -1.99823e-05 4.995e-08
3.64214e+173 -1.99821e-05 4.995e-08
3.62759e+173 -1.99819e-05 4.995e-08
3.6131e+173 -1.99817e-05 4.995e-08
3.59867e+173 -1.99815e-05 4.995e-08
3.5843e+173 -1.99813e-05 4.995e-08
3.56998e+173 -1.99811e-05 4.995e-08
3.55573e+173 -1.99809e-05 4.995e-08
3.54152e+173 -1.99807e-05 4.995e-08
3.52738e+173 -1.99805e-05 4.995e-08
3.51329e+173 -1.99803e-05 4.995e-08
3.49926e+173 -1.99801e-05 4.995e-08
3.48528e+173 -1.99799e-05 4.995e-08
3.47136e+173 -1.99797e-05 4.995e-08
3.4575e+173 -1.99795e-05 4.995e-08
3.44369e+173 -1.99793e-05 4.995e-08
3.42994e+173 -1.99791e-05 4.995e-08
3.41624e+173 -1.99789e-05 4.995e-08
3.40259e+173 -1.99787e-05 4.995e-08
3.389e+173 -1.99785e-05 4.995e-08
3.36198e+173 -1.99781e-05 4.995e-08
3.33518e+173 -1.99777e-05 4.995e-08
3.30859e+173 -1.99773e-05 4.995e-08
3.28222e+173 -1.99769e-05 4.995e-08
3.25605e+173 -1.99765e-05 4.995e-08
3.23009e+173 -1.99761e-05 4.995e-08
3.20434e+173 -1.99757e-05 4.995e-08
3.1788e+173 -1.99753e-05 4.995e-08
3.15346e+173 -1.99749e-05 4.995e-08
3.12832e+173 -1.99745e-05 4.995e-08
3.10338e+173 -1.99741e-05 4.995e-08
3.07864e+173 -1.99737e-05 4.995e-08
3.0541e+173 -1.99733e-05 4.995e-08
3.02975e+173 -1.99729e-05 4.995e-08
3.00559e+173 -1.99725e-05 4.995e-08
2.98163e+173 -1.99721e-05 4.995e-08
2.95786e+173 -1.99717e-05 4.995e-08
2.93428e+173 -1.99713e-05 4.995e-08
2.91089e+173 -1.99709e-05 4.995e-08
2.88769e+173 -1.99705e-05 4.995e-08
2.86467e+173 -1.99701e-05 4.995e-08
2.84183e+173 -1.99697e-05 4.995e-08
2.81917e+173 -1.99693e-05 4.995e-08
2.7967e+173 -1.99689e-05 4.995e-08
2.7744e+173 -1.99685e-05 4.995e-08
2.75229e+173 -1.99681e-05 4.995e-08
2.73034e+173 -1.99677e-05 4.995e-08
2.70858e+173 -1.99673e-05 4.995e-08
2.68698e+173 -1.99669e-05 4.995e-08
2.66556e+173 -1.99665e-05 4.995e-08
2.64431e+173 -1.99661e-05 4.995e-08
2.62323e+173 -1.99657e-05 4.995e-08
2.60232e+173 -1.99653e-05 4.995e-08
2.58158e+173 -1.99649e-05 4.995e-08
2.56099e+173 -1.99645e-05 4.995e-08
2.54058e+173 -1.99641e-05 4.995e-08
2.52032e+173 -1.99637e-05 4.995e-08
2.50023e+173 -1.99633e-05 4.995e-08
2.4803e+173 -1.99629e-05 4.995e-08
2.46053e+173 -1.99625e-05 4.995e-08
2.44091e+173 -1.99621e-05 4.995e-08
2.42145e+173 -1.99617e-05 4.995e-08
2.40215e+173 -1.99613e-05 4.995e-08
2.383e+173 -1.99609e-05 4.995e-08
2.364e+173 -1.99605e-05 4.995e-08
2.34516e+173 -1.99601e-05 4.995e-08
2.32646e+173 -1.99597e-05 4.995e-08
2.30791e+173 -1.99593e-05 4.995e-08
2.28951e+173 -1.99589e-05 4.995e-08
2.27126e+173 -1.99585e-05 4.995e-08
2.23519e+173 -1.99577e-05 4.995e-08
2.1997e+173 -1.99569e-05 4.995e-08
2.16477e+173 -1.99561e-05 4.995e-08
2.13039e+173 -1.99553e-05 4.995e-08
2.09656e+173 -1.99545e-05 4.995e-08
2.06326e+173 -1.99537e-05 4.995e-08
2.0305e+173 -1.99529e-05 4.995e-08
1.99825e+173 -1.99521e-05 4.995e-08
1.96652e+173 -1.99513e-05 4.995e-08
1.93529e+173 -1.99505e-05 4.995e-08
1.90455e+173 -1.99497e-05 4.995e-08
1.87431e+173 -1.99489e-05 4.995e-08
1.84454e+173 -1.99481e-05 4.995e-08
1.81525e+173 -1.99473e-05 4.995e-08
1.78642e+173 -1.99465e-05 4.995e-08
1.75806e+173 -1.99457e-05 4.995e-08
1.73014e+173 -1.99449e-05 4.995e-08
1.70266e+173 -1.99441e-05 4.995e-08
1.67562e+173 -1.99433e-05 4.995e-08
1.64901e+173 -1.99425e-05 4.995e-08
1.62282e+173 -1.99417e-05 4.995e-08
1.59705e+173 -1.99409e-05 4.995e-08
1.57169e+173 -1.99401e-05 4.995e-08
1.54673e+173 -1.99393e-05 4.995e-08
1.52217e+173 -1.99385e-05 4.995e-08
1.498e+173 -1.99377e-05 4.995e-08
1.4508e+173 -1.99361e-05 4.995e-08
1.40508e+173 -1.99345e-05 4.995e-08
1.36081e+173 -1.99329e-05 4.995e-08
1.31793e+173 -1.99313e-05 4.995e-08
1.27641e+173 -1.99297e-05 4.995e-08
1.23619e+173 -1.99281e-05 4.995e-08
1.19724e+173 -1.99265e-05 4.995e-08
1.15951e+173 -1.99249e-05 4.995e-08
1.12298e+173 -1.99233e-05 4.995e-08
1.08759e+173 -1.99217e-05 4.995e-08
1.05333e+173 -1.99201e-05 4.995e-08
1.02014e+173 -1.99185e-05 4.995e-08
9.87994e+172 -1.99169e-05 4.995e-08
9.26713e+172 -1.99137e-05 4.995e-08
8.69234e+172 -1.99105e-05 4.995e-08
8.1532e+172 -1.99073e-05 4.995e-08
7.6475e+172 -1.99041e-05 4.995e-08
7.17316e+172 -1.99009e-05 4.995e-08
6.72825e+172 -1.98977e-05 4.995e-08
6.31093e+172 -1.98945e-05 4.995e-08
5.55234e+172 -1.98881e-05 4.995e-08
4.88493e+172 -1.98817e-05 4.995e-08
4.29775e+172 -1.98753e-05 4.995e-08
3.32664e+172 -1.98625e-05 4.995e-08
2.57497e+172 -1.98497e-05 4.995e-08
1.54277e+172 -1.98241e-05 4.995e-08
9.24341e+171 -1.97985e-05 4.995e-08
3.31813e+171 -1.97473e-05 4.995e-08
4.27579e+170 -1.96449e-05 4.995e-08
5.50984e+169 -1.95425e-05 4.995e-08
1.97788e+169 -1.94913e-05 4.995e-08
1.18504e+169 -1.94657e-05 4.995e-08
9.17269e+168 -1.94529e-05 4.995e-08
8.07011e+168 -1.94465e-05 4.995e-08
7.56956e+168 -1.94433e-05 4.995e-08
7.33105e+168 -1.94417e-05 4.995e-08
7.10006e+168 -1.94401e-05 4.995e-08
6.87635e+168 -1.94385e-05 4.995e-08
6.65968e+168 -1.94369e-05 4.995e-08
6.44984e+168 -1.94353e-05 4.995e-08
6.24662e+168 -1.94337e-05 4.995e-08
6.04979e+168 -1.94321e-05 4.995e-08
5.85917e+168 -1.94305e-05 4.995e-08
5.67456e+168 -1.94289e-05 4.995e-08
5.49576e+168 -1.94273e-05 4.995e-08
5.32259e+168 -1.94257e-05 4.995e-08
5.15488e+168 -1.94241e-05 4.995e-08
4.99246e+168 -1.94225e-05 4.995e-08
4.83515e+168 -1.94209e-05 4.995e-08
4.6828e+168 -1.94193e-05 4.995e-08
4.53525e+168 -1.94177e-05 4.995e-08
4.39235e+168 -1.94161e-05 4.995e-08
4.25396e+168 -1.94145e-05 4.995e-08
4.11992e+168 -1.94129e-05 4.995e-08
3.99011e+168 -1.94113e-05 4.995e-08
3.86438e+168 -1.94097e-05 4.995e-08
3.74262e+168 -1.94081e-05 4.995e-08
3.62469e+168 -1.94065e-05 4.995e-08
3.51049e+168 -1.94049e-05 4.995e-08
3.39987e+168 -1.94033e-05 4.995e-08
3.29275e+168 -1.94017e-05 4.995e-08
3.189e+168 -1.94001e-05 4.995e-08
3.08852e+168 -1.93985e-05 4.995e-08
2.9912e+168 -1.93969e-05 4.995e-08
2.89695e+168 -1.93953e-05 4.995e-08
2.80567e+168 -1.93937e-05 4.995e-08
2.71727e+168 -1.93921e-05 4.995e-08
2.63165e+168 -1.93905e-05 4.995e-08
2.54873e+168 -1.93889e-05 4.995e-08
2.46842e+168 -1.93873e-05 4.995e-08
2.39065e+168 -1.93857e-05 4.995e-08
2.31532e+168 -1.93841e-05 4.995e-08
2.24237e+168 -1.93825e-05 4.995e-08
2.17171e+168 -1.93809e-05 4.995e-08
2.10328e+168 -1.93793e-05 4.995e-08
2.03701e+168 -1.93777e-05 4.995e-08
1.91067e+168 -1.93745e-05 4.995e-08
1.681e+168 -1.93681e-05 4.995e-08
1.47894e+168 -1.93617e-05 4.995e-08
1.14476e+168 -1.93489e-05 4.995e-08
6.85878e+167 -1.93233e-05 4.995e-08
4.1094e+167 -1.92977e-05 4.995e-08
2.46212e+167 -1.92721e-05 4.995e-08
1.47516e+167 -1.92465e-05 4.995e-08
1.14184e+167 -1.92337e-05 4.995e-08
1.00459e+167 -1.92273e-05 4.995e-08
9.4228e+166 -1.92241e-05 4.995e-08
8.83836e+166 -1.92209e-05 4.995e-08
8.29016e+166 -1.92177e-05 4.995e-08
7.77596e+166 -1.92145e-05 4.995e-08
7.29366e+166 -1.92113e-05 4.995e-08
6.84127e+166 -1.92081e-05 4.995e-08
6.01894e+166 -1.92017e-05 4.995e-08
5.29545e+166 -1.91953e-05 4.995e-08
4.09891e+166 -1.91825e-05 4.995e-08
2.45584e+166 -1.91569e-05 4.995e-08
1.4714e+166 -1.91313e-05 4.995e-08
8.8158e+165 -1.91057e-05 4.995e-08
5.28194e+165 -1.90801e-05 4.995e-08
4.08845e+165 -1.90673e-05 4.995e-08
3.59701e+165 -1.90609e-05 4.995e-08
3.37391e+165 -1.90577e-05 4.995e-08
3.16464e+165 -1.90545e-05 4.995e-08
2.96836e+165 -1.90513e-05 4.995e-08
2.78424e+165 -1.90481e-05 4.995e-08
2.61155e+165 -1.90449e-05 4.995e-08
2.44957e+165 -1.90417e-05 4.995e-08
2.15513e+165 -1.90353e-05 4.995e-08
1.89608e+165 -1.90289e-05 4.995e-08
1.46765e+165 -1.90161e-05 4.995e-08
8.79332e+164 -1.89905e-05 4.995e-08
5.26847e+164 -1.89649e-05 4.995e-08
3.15657e+164 -1.89393e-05 4.995e-08
1.89124e+164 -1.89137e-05 4.995e-08
1.46391e+164 -1.89009e-05 4.995e-08
1.28794e+164 -1.88945e-05 4.995e-08
1.20806e+164 -1.88913e-05 4.995e-08
1.13313e+164 -1.88881e-05 4.995e-08
1.06285e+164 -1.88849e-05 4.995e-08
9.96923e+163 -1.88817e-05 4.995e-08
9.35089e+163 -1.88785e-05 4.995e-08
8.77091e+163 -1.88753e-05 4.995e-08
7.71662e+163 -1.88689e-05 4.995e-08
6.78907e+163 -1.88625e-05 4.995e-08
5.25504e+163 -1.88497e-05 4.995e-08
3.14853e+163 -1.88241e-05 4.995e-08
1.88642e+163 -1.87985e-05 4.995e-08
1.13024e+163 -1.87729e-05 4.995e-08
6.77177e+162 -1.87473e-05 4.995e-08
5.24165e+162 -1.87345e-05 4.995e-08
4.6116e+162 -1.87281e-05 4.995e-08
4.32556e+162 -1.87249e-05 4.995e-08
4.05727e+162 -1.87217e-05 4.995e-08
3.80562e+162 -1.87185e-05 4.995e-08
3.56958e+162 -1.87153e-05 4.995e-08
3.34818e+162 -1.87121e-05 4.995e-08
3.14051e+162 -1.87089e-05 4.995e-08
2.76301e+162 -1.87025e-05 4.995e-08
2.43089e+162 -1.86961e-05 4.995e-08
1.88162e+162 -1.86833e-05 4.995e-08
1.12736e+162 -1.86577e-05 4.995e-08
6.75453e+161 -1.86321e-05 4.995e-08
4.04694e+161 -1.86065e-05 4.995e-08
2.4247e+161 -1.85809e-05 4.995e-08
1.87683e+161 -1.85681e-05 4.995e-08
1.65123e+161 -1.85617e-05 4.995e-08
1.54881e+161 -1.85585e-05 4.995e-08
1.45275e+161 -1.85553e-05 4.995e-08
1.36264e+161 -1.85521e-05 4.995e-08
1.27813e+161 -1.85489e-05 4.995e-08
1.19885e+161 -1.85457e-05 4.995e-08
1.12449e+161 -1.85425e-05 4.995e-08
9.89327e+160 -1.85361e-05 4.995e-08
8.70408e+160 -1.85297e-05 4.995e-08
6.73734e+160 -1.85169e-05 4.995e-08
4.03664e+160 -1.84913e-05 4.995e-08
2.41854e+160 -1.84657e-05 4.995e-08
1.44905e+160 -1.84401e-05 4.995e-08
8.68193e+159 -1.84145e-05 4.995e-08
6.72021e+159 -1.84017e-05 4.995e-08
5.91242e+159 -1.83953e-05 4.995e-08
5.54571e+159 -1.83921e-05 4.995e-08
5.20174e+159 -1.83889e-05 4.995e-08
4.8791e+159 -1.83857e-05 4.995e-08
4.57648e+159 -1.83825e-05 4.995e-08
4.29263e+159 -1.83793e-05 4.995e-08
4.02638e+159 -1.83761e-05 4.995e-08
3.5424e+159 -1.83697e-05 4.995e-08
3.1166e+159 -1.83633e-05 4.995e-08
2.41239e+159 -1.83505e-05 4.995e-08
1.44537e+159 -1.83249e-05 4.995e-08
8.65986e+158 -1.82993e-05 4.995e-08
5.18852e+158 -1.82737e-05 4.995e-08
3.10868e+158 -1.82481e-05 4.995e-08
2.40625e+158 -1.82353e-05 4.995e-08
2.11702e+158 -1.82289e-05 4.995e-08
1.98571e+158 -1.82257e-05 4.995e-08
1.86255e+158 -1.82225e-05 4.995e-08
1.74703e+158 -1.82193e-05 4.995e-08
1.63867e+158 -1.82161e-05 4.995e-08
1.53703e+158 -1.82129e-05 4.995e-08
1.4417e+158 -1.82097e-05 4.995e-08
1.2684e+158 -1.82033e-05 4.995e-08
1.11594e+158 -1.81969e-05 4.995e-08
8.63786e+157 -1.81841e-05 4.995e-08
5.17533e+157 -1.81585e-05 4.995e-08
3.10078e+157 -1.81329e-05 4.995e-08
1.85782e+157 -1.81073e-05 4.995e-08
1.1131e+157 -1.80817e-05 4.995e-08
8.61592e+156 -1.80689e-05 4.995e-08
7.58027e+156 -1.80625e-05 4.995e-08
7.11011e+156 -1.80593e-05 4.995e-08
6.66911e+156 -1.80561e-05 4.995e-08
6.25546e+156 -1.80529e-05 4.995e-08
5.86747e+156 -1.80497e-05 4.995e-08
5.50354e+156 -1.80465e-05 4.995e-08
5.16219e+156 -1.80433e-05 4.995e-08
4.54169e+156 -1.80369e-05 4.995e-08
3.99577e+156 -1.80305e-05 4.995e-08
3.0929e+156 -1.80177e-05 4.995e-08
1.8531e+156 -1.79921e-05 4.995e-08
1.11028e+156 -1.79665e-05 4.995e-08
6.65218e+155 -1.79409e-05 4.995e-08
3.98563e+155 -1.79153e-05 4.995e-08
3.08506e+155 -1.79025e-05 4.995e-08
2.71423e+155 -1.78961e-05 4.995e-08
2.54588e+155 -1.78929e-05 4.995e-08
2.38797e+155 -1.78897e-05 4.995e-08
2.23986e+155 -1.78865e-05 4.995e-08
2.10093e+155 -1.78833e-05 4.995e-08
1.97063e+155 -1.78801e-05 4.995e-08
1.8484e+155 -1.78769e-05 4.995e-08
1.62622e+155 -1.78705e-05 4.995e-08
1.43074e+155 -1.78641e-05 4.995e-08
1.10746e+155 -1.78513e-05 4.995e-08
6.63531e+154 -1.78257e-05 4.995e-08
2.38192e+154 -1.77745e-05 4.995e-08
8.55051e+153 -1.77233e-05 4.995e-08
5.123e+153 -1.76977e-05 4.995e-08
3.96544e+153 -1.76849e-05 4.995e-08
3.48879e+153 -1.76785e-05 4.995e-08
3.2724e+153 -1.76753e-05 4.995e-08
3.06943e+153 -1.76721e-05 4.995e-08
2.87905e+153 -1.76689e-05 4.995e-08
2.70048e+153 -1.76657e-05 4.995e-08
2.53298e+153 -1.76625e-05 4.995e-08
2.37588e+153 -1.76593e-05 4.995e-08
2.22852e+153 -1.76561e-05 4.995e-08
2.09029e+153 -1.76529e-05 4.995e-08
1.96064e+153 -1.76497e-05 4.995e-08
1.83904e+153 -1.76465e-05 4.995e-08
1.72497e+153 -1.76433e-05 4.995e-08
1.51763e+153 -1.76369e-05 4.995e-08
1.33521e+153 -1.76305e-05 4.995e-08
1.03351e+153 -1.76177e-05 4.995e-08
6.19224e+152 -1.75921e-05 4.995e-08
3.71006e+152 -1.75665e-05 4.995e-08
2.22287e+152 -1.75409e-05 4.995e-08
1.33182e+152 -1.75153e-05 4.995e-08
1.03089e+152 -1.75025e-05 4.995e-08
9.06978e+151 -1.74961e-05 4.995e-08
8.50723e+151 -1.74929e-05 4.995e-08
7.97958e+151 -1.74897e-05 4.995e-08
7.48465e+151 -1.74865e-05 4.995e-08
7.02042e+151 -1.74833e-05 4.995e-08
6.58499e+151 -1.74801e-05 4.995e-08
6.17656e+151 -1.74769e-05 4.995e-08
5.43413e+151 -1.74705e-05 4.995e-08
4.78094e+151 -1.74641e-05 4.995e-08
3.70066e+151 -1.74513e-05 4.995e-08
2.21724e+151 -1.74257e-05 4.995e-08
1.32845e+151 -1.74001e-05 4.995e-08
7.95938e+150 -1.73745e-05 4.995e-08
4.76883e+150 -1.73489e-05 4.995e-08
3.6913e+150 -1.73361e-05 4.995e-08
3.2476e+150 -1.73297e-05 4.995e-08
3.04617e+150 -1.73265e-05 4.995e-08
2.85723e+150 -1.73233e-05 4.995e-08
2.68001e+150 -1.73201e-05 4.995e-08
2.51379e+150 -1.73169e-05 4.995e-08
2.35787e+150 -1.73137e-05 4.995e-08
2.21163e+150 -1.73105e-05 4.995e-08
1.94579e+150 -1.73041e-05 4.995e-08
1.7119e+150 -1.72977e-05 4.995e-08
1.32509e+150 -1.72849e-05 4.995e-08
5.25801e+173 -2.00005e-05 4.995e-08
5.2475e+173 -2.00004e-05 4.995e-08
5.23701e+173 -2.00003e-05 4.995e-08
5.22654e+173 -2.00002e-05 4.995e-08
5.21609e+173 -2.00001e-05 4.995e-08
5.20566e+173 -2e-05 4.995e-08
5.19526e+173 -1.99999e-05 4.995e-08
5.18487e+173 -1.99998e-05 4.995e-08
5.17451e+173 -1.99997e-05 4.995e-08
5.16416e+173 -1.99996e-05 4.995e-08
5.15384e+173 -1.99995e-05 4.995e-08
5.14354e+173 -1.99994e-05 4.995e-08
5.13326e+173 -1.99993e-05 4.995e-08
5.123e+173 -1.99992e-05 4.995e-08
5.11275e+173 -1.99991e-05 4.995e-08
5.10253e+173 -1.9999e-05 4.995e-08
5.09233e+173 -1.99989e-05 4.995e-08
5.08216e+173 -1.99988e-05 4.995e-08
5.072e+173 -1.99987e-05 4.995e-08
5.06186e+173 -1.99986e-05 4.995e-08
5.05174e+173 -1.99985e-05 4.995e-08
5.04164e+173 -1.99984e-05 4.995e-08
5.03156e+173 -1.99983e-05 4.995e-08
5.0215e+173 -1.99982e-05 4.995e-08
5.01147e+173 -1.99981e-05 4.995e-08
5.00145e+173 -1.9998e-05 4.995e-08
4.99145e+173 -1.99979e-05 4.995e-08
4.98147e+173 -1.99978e-05 4.995e-08
4.97151e+173 -1.99977e-05 4.995e-08
4.96158e+173 -1.99976e-05 4.995e-08
4.95166e+173 -1.99975e-05 4.995e-08
4.94176e+173 -1.99974e-05 4.995e-08
4.93188e+173 -1.99973e-05 4.995e-08
4.92202e+173 -1.99972e-05 4.995e-08
4.91218e+173 -1.99971e-05 4.995e-08
4.90236e+173 -1.9997e-05 4.995e-08
4.89256e+173 -1.99969e-05 4.995e-08
4.88278e+173 -1.99968e-05 4.995e-08
4.87302e+173 -1.99967e-05 4.995e-08
4.86328e+173 -1.99966e-05 4.995e-08
4.85356e+173 -1.99965e-05 4.995e-08
4.84386e+173 -1.99964e-05 4.995e-08
4.83417e+173 -1.99963e-05 4.995e-08
4.82451e+173 -1.99962e-05 4.995e-08
4.81487e+173 -1.99961e-05 4.995e-08
4.80524e+173 -1.9996e-05 4.995e-08
4.79564e+173 -1.99959e-05 4.995e-08
4.78605e+173 -1.99958e-05 4.995e-08
4.77648e+173 -1.99957e-05 4.995e-08
4.76693e+173 -1.99956e-05 4.995e-08
4.75741e+173 -1.99955e-05 4.995e-08
4.7479e+173 -1.99954e-05 4.995e-08
4.7384e+173 -1.99953e-05 4.995e-08
4.72893e+173 -1.99952e-05 4.995e-08
4.71948e+173 -1.99951e-05 4.995e-08
4.71004e+173 -1.9995e-05 4.995e-08
4.70063e+173 -1.99949e-05 4.995e-08
4.69123e+173 -1.99948e-05 4.995e-08
4.68186e+173 -1.99947e-05 4.995e-08
4.6725e+173 -1.99946e-05 4.995e-08
4.66316e+173 -1.99945e-05 4.995e-08
4.65383e+173 -1.99944e-05 4.995e-08
4.64453e+173 -1.99943e-05 4.995e-08
4.63525e+173 -1.99942e-05 4.995e-08
4.62598e+173 -1.99941e-05 4.995e-08
4.61673e+173 -1.9994e-05 4.995e-08
4.6075e+173 -1.99939e-05 4.995e-08
4.59829e+173 -1.99938e-05 4.995e-08
4.5891e+173 -1.99937e-05 4.995e-08
4.57993e+173 -1.99936e-05 4.995e-08
4.57077e+173 -1.99935e-05 4.995e-08
4.56164e+173 -1.99934e-05 4.995e-08
4.55252e+173 -1.99933e-05 4.995e-08
4.54342e+173 -1.99932e-05 4.995e-08
4.53434e+173 -1.99931e-05 4.995e-08
4.52527e+173 -1.9993e-05 4.995e-08
4.51622e+173 -1.99929e-05 4.995e-08
4.5072e+173 -1.99928e-05 4.995e-08
4.49819e+173 -1.99927e-05 4.995e-08
4.4892e+173 -1.99926e-05 4.995e-08
4.48022e+173 -1.99925e-05 4.995e-08
4.47127e+173 -1.99924e-05 4.995e-08
4.46233e+173 -1.99923e-05 4.995e-08
4.45341e+173 -1.99922e-05 4.995e-08
4.4445e+173 -1.99921e-05 4.995e-08
4.43562e+173 -1.9992e-05 4.995e-08
4.42675e+173 -1.99919e-05 4.995e-08
4.4179e+173 -1.99918e-05 4.995e-08
4.40907e+173 -1.99917e-05 4.995e-08
4.40026e+173 -1.99916e-05 4.995e-08
4.39146e+173 -1.99915e-05 4.995e-08
4.38268e+173 -1.99914e-05 4.995e-08
4.37392e+173 -1.99913e-05 4.995e-08
4.36518e+173 -1.99912e-05 4.995e-08
4.35645e+173 -1.99911e-05 4.995e-08
4.34775e+173 -1.9991e-05 4.995e-08
4.33905e+173 -1.99909e-05 4.995e-08
4.32172e+173 -1.99907e-05 4.995e-08
4.30446e+173 -1.99905e-05 4.995e-08
4.28727e+173 -1.99903e-05 4.995e-08
4.27015e+173 -1.99901e-05 4.995e-08
4.25309e+173 -1.99899e-05 4.995e-08
4.23611e+173 -1.99897e-05 4.995e-08
4.21919e+173 -1.99895e-05 4.995e-08
4.20234e+173 -1.99893e-05 4.995e-08
4.18555e+173 -1.99891e-05 4.995e-08
4.16883e+173 -1.99889e-05 4.995e-08
4.15218e+173 -1.99887e-05 4.995e-08
4.1356e+173 -1.99885e-05 4.995e-08
4.11908e+173 -1.99883e-05 4.995e-08
4.10263e+173 -1.99881e-05 4.995e-08
4.08625e+173 -1.99879e-05 4.995e-08
4.06992e+173 -1.99877e-05 4.995e-08
4.05367e+173 -1.99875e-05 4.995e-08
4.03748e+173 -1.99873e-05 4.995e-08
4.02135e+173 -1.99871e-05 4.995e-08
4.00529e+173 -1.99869e-05 4.995e-08
3.98929e+173 -1.99867e-05 4.995e-08
3.97336e+173 -1.99865e-05 4.995e-08
3.95749e+173 -1.99863e-05 4.995e-08
3.94169e+173 -1.99861e-05 4.995e-08
3.92594e+173 -1.99859e-05 4.995e-08
3.91026e+173 -1.99857e-05 4.995e-08
3.89465e+173 -1.99855e-05 4.995e-08
3.87909e+173 -1.99853e-05 4.995e-08
3.8636e+173 -1.99851e-05 4.995e-08
3.84817e+173 -1.99849e-05 4.995e-08
3.8328e+173 -1.99847e-05 4.995e-08
3.81749e+173 -1.99845e-05 4.995e-08
3.80224e+173 -1.99843e-05 4.995e-08
3.78705e+173 -1.99841e-05 4.995e-08
